video_path,anonymized,temp_res_text
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2015-2016/2015-10-24 - 17-00 West Ham 2 - 1 Chelsea/2_34_39.mp4,"[PLAYER] ([TEAM]) tries to hit a shot towards goal from long range, but he miskicks the ball and it flies high over the crossbar.","[PLAYER] ([TEAM]) steps up to take the corner. He launches the ball into the penalty area, but it only finds the head of an opposing player who clears the danger."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/europe_uefa-champions-league_2015-2016/2015-11-25 - 22-45 Shakhtar Donetsk 3 - 4 Real Madrid/2_27_57.mp4,[PLAYER] just cannot continue due to injury and has to be substituted. [PLAYER] ([TEAM]) replaces him.,The referee signals that it is time for a substitution and [PLAYER] ([TEAM]) is coming onto the pitch as [PLAYER] cannot continue after picking up an injury.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/germany_bundesliga_2016-2017/2016-11-19 - 20-30 Dortmund 1 - 0 Bayern Munich/2_25_21.mp4,[PLAYER] ([TEAM]) receives a precise pass and is given time inside the box to send a low strike towards the middle of the goal. [PLAYER] guesses his intention and denies him with a fine save. [TEAM] have been awarded a corner kick. The referee and one of his assistants both point at the corner flag.,"[PLAYER] ([TEAM]) receives a good pass just outside the box, unleashes a strike from a promising position, but the shot is blocked by the defender."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/spain_laliga_2014-2015/2015-04-25 - 17-00 Espanyol 0 - 2 Barcelona/2_00_01.mp4,[REFEREE] blows his whistle and the second half starts.,The half-time break is over and the second half is about to start.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/spain_laliga_2016-2017/2016-11-26 - 18-15 Real Madrid 2 - 1 Gijon/2_36_50.mp4,Excellent touch by [PLAYER] ([TEAM])! He latches on to an inch-perfect pass deep into the box and unleashes a low drive towards the middle of the goal. The goalkeeper reacts superbly and makes a save.,"[PLAYER] ([TEAM]) receives a good pass just outside the box, unleashes a strike from a promising position, but the shot is blocked by the defender."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/spain_laliga_2015-2016/2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe/1_34_23.mp4,"Goal - 3:0! [PLAYER] laid the ball off to [PLAYER] ([TEAM]), who shot from close range into the bottom left corner, leaving the goalkeeper helpless.",Goal! [PLAYER] ([TEAM]) was in the right place at the right time to get to the rebound inside the box and gleefully rifles the ball low inside the left post. It's 1:0.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/europe_uefa-champions-league_2014-2015/2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona/1_33_49.mp4,"[PLAYER] ([TEAM]) swings a cross into the box, but it's far too close to [PLAYER], who smothers the ball.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2015-2016/2016-02-03 - 22-45 Watford 0 - 0 Chelsea/1_29_32.mp4,[PLAYER] ([TEAM]) pulls the jersey of one of the opposition players and [REFEREE] blows his whistle for a foul.,[PLAYER] ([TEAM]) brings his opponent down. [REFEREE] has a clear sight of it and blows his whistle for a foul.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/europe_uefa-champions-league_2014-2015/2015-04-22 - 21-45 Real Madrid 1 - 0 Atl. Madrid/1_16_00.mp4,[PLAYER] ([TEAM]) sends a lofted cross into the box which is headed clear.,[TEAM] hold possession of the ball and display neat passing from player to player. They are waiting for the right moment to open up the opposition's defence to hit them swiftly on the break.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2016-2017/2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool/2_27_26.mp4,"[PLAYER] ([TEAM]) tries to send a low pass into the box, but it's blocked and cleared. The referee points to the corner flag. It's a corner to [TEAM].",Substitution. [PLAYER] ([TEAM]) receives a signal from the referee and is now allowed to enter the pitch as [PLAYER] walks off.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/europe_uefa-champions-league_2016-2017/2016-11-01 - 20-45 Besiktas 1 - 1 Napoli/2_11_25.mp4,"[PLAYER] ([TEAM]) is awarded a yellow card for his tackle. He doesn't seem to agree with the decision, but [REFEREE] ignores the protests.",[PLAYER] ([TEAM]) is booked after bringing down an opponent. [REFEREE] had an easy-decision to make.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2015-2016/2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea/1_26_33.mp4,[PLAYER] ([TEAM]) skips past his man but can't keep the ball in play.,"[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/europe_uefa-champions-league_2015-2016/2015-11-25 - 22-45 Shakhtar Donetsk 3 - 4 Real Madrid/1_24_00.mp4,[PLAYER] ([TEAM]) makes a rough challenge and [REFEREE] blows his whistle for a foul.,"[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2015-2016/2015-09-26 - 19-30 Newcastle Utd 2 - 2 Chelsea/2_04_52.mp4,The linesman signals that [PLAYER] ([TEAM]) is offside and the referee confirms the decision.,[PLAYER] ([TEAM]) is adjudged to have been offside when making his run.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2015-2016/2015-08-23 - 15-30 West Brom 2 - 3 Chelsea/1_13_39.mp4,A player from [TEAM] commits an attacking foul. The referee blows his whistle.,"[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger. The ball goes out for a corner. [TEAM] can continue in their attacking effort."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/europe_uefa-champions-league_2014-2015/2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona/2_24_56.mp4,"Flag up against [PLAYER] ([TEAM]). He had space to move into behind the defence, but he went too soon.",[PLAYER] ([TEAM]) works the corner short instead of sending the ball into the penalty area.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/italy_serie-a_2016-2017/2016-11-20 - 17-00 Atalanta 2 - 1 AS Roma/1_39_34.mp4,[PLAYER] ([TEAM]) smoothly converts the penalty with a beautiful low drive into the left side of the net.,[PLAYER] ([TEAM]) will take the responsibility and he is already preparing the ball.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/spain_laliga_2015-2016/2015-09-19 - 17-00 Real Madrid 1 - 0 Granada CF/1_43_25.mp4,"A rebound falls at the feet of [PLAYER] ([TEAM]) who unleashes a shot from long range towards the goal. However, his effort is poor and it flies high over the crossbar.","[PLAYER] ([TEAM]) takes a shot from the edge of the box, but it's not a big threat for the goalkeeper as his effort is blocked by a defender."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/italy_serie-a_2016-2017/2016-09-11 - 16-00 AC Milan 0 - 1 Udinese/2_19_24.mp4,Wasted opportunity. [PLAYER] ([TEAM]) gets to the rebound inside the box and smashes the ball just wide of the right post.,"[PLAYER] ([TEAM]) latches on to a precise pass on the edge of the box, but miskicks his shot and the ball goes high over the bar. Poor effort!"
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/germany_bundesliga_2015-2016/2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen/2_36_24.mp4,[COACH] has decided to make a change. [PLAYER] ([TEAM]) replaces [PLAYER].,The referee signals that it is time for a substitution and [PLAYER] ([TEAM]) is coming onto the pitch as [PLAYER] cannot continue after picking up an injury.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/europe_uefa-champions-league_2014-2015/2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona/1_31_52.mp4,[TEAM] keep possession of the ball by producing short passes and one-two passes from player to player.,"[TEAM] are playing possession football and controlling the game at present. They are exchanging inch-perfect passes from player to player, making it difficult for the opposition to win the ball."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/spain_laliga_2016-2017/2016-09-21 - 21-00 Real Madrid 1 - 1 Villarreal/2_17_34.mp4,"The resulting corner from [PLAYER] ([TEAM]) only finds one of the defenders, who heads it out of danger.",[PLAYER] ([TEAM]) takes the corner but fails to find any of his teammates as he overhits the effort.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2015-2016/2015-10-03 - 19-30 Chelsea 1 - 3 Southampton/2_26_53.mp4,"Goal! [PLAYER] displays great vision and sends a pass to [PLAYER] ([TEAM]), who shows brilliant composure inside the box to bury the ball into the bottom left corner. The score is 1:3.","Goal! [PLAYER] ([TEAM]) weaves his way past opponents, and he unleashes a magnificent effort from the edge of the box into the bottom left corner. [PLAYER] had no chance of reaching it. The score is 0:1."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/europe_uefa-champions-league_2014-2015/2015-04-15 - 21-45 FC Porto 3 - 1 Bayern Munich/1_12_51.mp4,"[PLAYER] ([TEAM]) sends a lofted pass from the resulting free kick, but fails to hit the ball properly and his effort goes out of play.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/spain_laliga_2015-2016/2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe/1_22_40.mp4,What an opportunity! [PLAYER] ([TEAM]) picked the ball up and fired a projectile of a shot from long range which threatened the goalkeeper. The shot went painfully close to the right post!,"[PLAYER] ([TEAM]) receives a good pass just outside the box, unleashes a strike from a promising position, but the shot is blocked by the defender."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2015-2016/2016-03-01 - 22-45 Norwich 1 - 2 Chelsea/2_13_54.mp4,The referee stops play so that a substitution can be made and [PLAYER] ([TEAM]) comes onto the pitch for [PLAYER].,[PLAYER] ([TEAM]) works the corner short instead of sending the ball into the penalty area.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/europe_uefa-champions-league_2014-2015/2015-04-15 - 21-45 FC Porto 3 - 1 Bayern Munich/1_27_25.mp4,"A horde of players are waiting inside the penalty area for a cross from the corner, but [PLAYER] ([TEAM]) takes it short.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger. The ball goes behind for a corner. [TEAM] will have an opportunity to threaten the opposition's goal."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/spain_laliga_2016-2017/2016-09-21 - 21-00 Real Madrid 1 - 1 Villarreal/1_10_24.mp4,[PLAYER] ([TEAM]) rolls the ball short to a teammate from the corner instead of sending a cross into the box.,[TEAM] failed to take advantage of the corner as the opposition's defence was alert and averted the threat.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2015-2016/2015-10-24 - 17-00 West Ham 2 - 1 Chelsea/1_16_24.mp4,Goal! [PLAYER] ([TEAM]) picks up the ball from a rebound and from the edge of the box he unleashes a low shot into the bottom right corner. [PLAYER] is unable to keep the ball out of the net. It's 1:0.,"[PLAYER] ([TEAM]) steps up to take the corner. He launches the ball into the penalty area, but it only finds the head of an opposing player who clears the danger."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/europe_uefa-champions-league_2014-2015/2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona/1_29_48.mp4,GOAL! [PLAYER] ([TEAM]) got to the ball in front of the goal and he couldn't miss from there. His low drive went in off the right-hand post. The score is 0:1.,"[PLAYER] ([TEAM]) steps up to take the corner. He launches the ball into the penalty area, but it only finds the head of an opposing player who clears the danger."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/italy_serie-a_2016-2017/2016-10-02 - 21-45 AS Roma 2 - 1 Inter/1_28_23.mp4,"[PLAYER] ([TEAM]) dinks a cross into the box in an attempt to find one of his teammates, but the defence manages to clear.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/germany_bundesliga_2016-2017/2016-10-01 - 19-30 Bayer Leverkusen 2 - 0 Dortmund/1_18_02.mp4,"[PLAYER] ([TEAM]) finds himself beyond the last defender, but the game is stopped by the referee after the linesman signals for offside.",[PLAYER] ([TEAM]) is adjudged to have been offside when making his run.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/italy_serie-a_2016-2017/2016-09-11 - 16-00 AC Milan 0 - 1 Udinese/2_07_52.mp4,[PLAYER] ([TEAM]) fouls an opponent. At least that's what referee [REFEREE] signals.,[PLAYER] ([TEAM]) was too fierce in his attempt to get the ball from his opponent and [REFEREE] blows for a foul.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/spain_laliga_2014-2015/2015-04-25 - 17-00 Espanyol 0 - 2 Barcelona/2_28_26.mp4,Here is a change. [PLAYER] is going off and [COACH] gives the last tactical orders to [PLAYER] ([TEAM]).,The referee signals that it is time for a substitution and [PLAYER] ([TEAM]) is coming onto the pitch as [PLAYER] cannot continue after picking up an injury.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2015-2016/2016-02-03 - 22-45 Watford 0 - 0 Chelsea/2_19_50.mp4,A pass from [PLAYER] ([TEAM]) is intercepted by [PLAYER] and the move breaks down.,"[PLAYER] ([TEAM]) attempts to find one of his teammates, but puts far too much on the pass and the chance is gone."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2015-2016/2015-11-08 - 19-00 Arsenal 1 - 1 Tottenham/1_44_11.mp4,"[PLAYER] ([TEAM]) latches on to an accurate pass on the edge of the box and unleashes a strong shot towards goal, but his effort is denied by the well positioned keeper.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/italy_serie-a_2016-2017/2016-10-02 - 21-45 AS Roma 2 - 1 Inter/2_05_51.mp4,A pass from [PLAYER] ([TEAM]) is intercepted by [PLAYER] and the move breaks down.,"[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2015-2016/2015-09-26 - 19-30 Newcastle Utd 2 - 2 Chelsea/1_37_41.mp4,[PLAYER] ([TEAM]) will deliver the corner kick.,"[PLAYER] ([TEAM]) steps up to take the corner. He launches the ball into the penalty area, but it only finds the head of an opposing player who clears the danger."
